Invoice,StockCode,Quantity
551056,23201,2
551055,22084,40
551055,22029,24
551055,22819,24
551055,22023,24
551055,21519,24
551055,21506,24
551055,22026,24
551055,22984,24
551055,21626,36
551055,22499,48
551057,48194,1
551057,21524,1
551057,22692,1
551057,21623,1
551057,20768,1
551057,85066,2
551057,21868,6
551057,84970L,12
551057,85123A,4
551057,21982,12
551057,21980,12
551057,22097,1
551057,21877,6
551057,22699,2
551057,22302,6
551057,21871,6
551057,22251,1
551057,22303,6
551057,85123A,2
551057,22804,2
551057,84580,1
551057,20702,1
551057,21981,12
551057,22507,3
551057,82484,2
551057,22960,1
551057,85123A,1
551057,21755,1
551057,20772,2
551057,22251,3
551057,21932,3
551057,21933,3
551057,84879,8
551057,21622,1
551057,22325,1
551057,85099C,2
551057,23199,2
551057,23201,2
551058,22752,1
551058,22139,2
551058,37448,1
551058,22329,1
551058,21257,1
551058,22697,1
551058,22698,1
551058,22699,1
551058,22167,1
551058,21172,1
551058,22161,1
551058,22077,1
551058,85176,1
551058,20616,1
551058,21832,1
551058,84692,1
551058,84510A,1
551058,84510C,1
551058,85213,1
551058,85175,16
551058,22487,1
551058,22380,1
551058,21056,1
551058,21078,1
551058,82486,1
551058,48116,1
551058,22530,1
551058,22545,1
551058,22322,1
551058,22321,1
551058,21750,1
551059,22694,4
551059,21561,6
551059,22431,6
551059,22433,9
551059,23140,12
551059,23150,4
551059,22789,4
551059,23138,12
551059,48184,1
551059,48188,1
551059,22479,10
551059,22478,10
551059,21466,2
551059,21467,2
551059,22760,2
551059,84970L,24
551059,84970S,24
551059,22355,10
551059,20723,10
551059,84279B,4
551059,84279P,4
551059,23145,24
551059,23144,24
551060,82582,1
551062,22698,24
551062,22699,24
551062,22697,24
551062,22423,16
551062,79000,144
551062,15036,600
551085,21900,24
551085,21899,24
551085,21901,24
551085,21212,24
551085,21213,24
551085,22938,12
551085,22907,12
551085,21242,8
551085,20675,8
551085,21238,8
551085,21843,1
551085,20983,12
551085,20979,16
551085,20982,12
551085,20978,16
551085,22607,4
551085,22606,2
551085,22605,2
551085,47566,4
551085,47590B,3
551085,47590A,3
551085,22084,40
551085,22499,12
551088,47566,4
551088,22423,2
551088,22457,6
551088,84946,12
551088,84832,12
551088,21689,4
551088,21695,12
551088,21714,12
551088,21340,2
551088,22456,3
551088,22318,6
551088,21534,3
551088,22464,12
551088,71053,4
551088,85049C,12
551088,22077,12
551088,85049D,12
551088,84970S,12
551088,84970L,12
551088,22699,6
551088,22697,6
551088,22698,6
551088,22487,1
551125,90136,2
551125,90135,6
551125,90138,4
551125,90159,2
551125,90164B,2
551125,90164A,2
551125,90163A,2
551125,90163B,2
551125,90143,4
551125,90158,2
551125,90157,2
551125,90051,3
551125,23154,1
551125,47566,18
551125,22090,6
551125,22084,6
551125,22911,4
551124,21746,12
551124,20677,16
551124,84997C,4
551124,21206,12
551124,22315,12
551124,84997B,4
551124,47590A,12
551124,20676,16
551124,22083,18
551124,47599A,24
551133,22998,480
551133,22727,4
551133,22725,16
551133,84691,80
551133,84508A,192
551134,47566,10
551134,84836,12
551134,21136,24
551134,22998,24
551134,23000,24
551134,22999,24
551134,23004,24
551134,22896,5
551134,21155,6
551134,84879,32
551134,21395,6
551134,21399,48
551134,21394,24
551134,46000U,6
551134,22558,10
551134,23078,24
551134,22294,24
551134,85132A,1
551134,20725,2
551134,23206,2
551134,23208,2
551134,21390,12
551134,85061W,5
551134,85199L,20
551134,22227,12
551134,35648,5
551134,35646,5
551134,21622,6
551134,21626,4
551134,21746,5
551134,21749,2
551134,22189,1
551134,22191,1
551134,22193,1
551134,22192,2
551134,84859A,5
551134,47348A,5
551134,22382,2
551134,22727,6
551134,84906,6
551134,22729,5
551134,22725,3
551134,22804,2
551134,85123A,10
551135,21172,5
551137,22645,1
551137,22257,1
551137,22364,1
551137,22360,1
551137,22980,1
551137,22844,1
551137,21754,1
551137,84991,2
551137,84931A,1
551137,22981,1
551137,22979,1
551137,22258,1
551137,22259,1
551137,84826,1
551137,22907,1
551137,22722,1
551137,84580,1
551137,22907,3
551137,47599A,2
551137,47590B,1
551137,47566B,4
551137,22820,1
551137,47599B,2
551137,22438,1
551137,84584,1
551137,20694,1
551137,22128,6
551137,22236,1
551137,21430,1
551137,20829,1
551137,22960,1
551137,22989,1
551137,21208,2
551137,20702,1
551137,22320,1
551137,35909A,1
551137,22273,1
551137,22721,1
551137,21095,3
551137,85184C,1
551137,22940,1
551137,84987,2
551137,22083,2
551137,22089,2
551136,21936,10
551136,20675,8
551136,21244,8
551136,21239,8
551136,21240,8
551136,21243,8
551136,20677,8
551136,22345,12
551136,22425,3
551136,85054,6
551136,85059,4
551136,22426,4
551136,22429,4
551136,22427,6
551136,22424,2
551136,20685,2
551136,21524,2
551136,22430,4
551136,21528,2
551136,21534,3
551136,21242,8
551136,21039,6
551136,21080,12
551136,21238,8
551136,21746,12
551136,22558,12
551136,22628,4
551136,21530,18
551136,21845,36
551136,20676,8
551136,20725,10
551136,22344,12
551138,22719,36
551141,23152,6
551142,84313C,2
551142,20758,1
551142,20778,2
551142,20777,2
551142,20774,2
551142,23148,4
551142,47578A,10
551142,23132,2
551142,21043,5
551142,22151,24
551142,85159B,1
551142,23068,4
551142,15058C,1
551142,23050,1
551142,23051,1
551142,23065,1
551142,22488,5
551142,37479B,6
551142,37479P,6
551142,21155,3
551142,35965,6
551142,21318,9
551142,20914,3
551142,84763,12
551142,85145,1
551142,22189,2
551142,85132B,2
551142,21713,4
551142,21714,6
551142,84279B,2
551142,84279P,2
551142,22666,2
551142,84879,8
551142,82581,2
551142,82580,2
551142,21172,3
551142,22219,2
551142,22297,2
551142,22296,2
551142,21993,2
551142,71459,12
551142,21219,3
551142,21222,3
551142,84558A,2
551142,21733,6
551142,85123A,6
551142,22371,1
551142,82482,6
551142,21754,2
551142,21932,4
551142,21381,4
551142,21933,4
551142,21340,3
551142,21930,6
551142,22501,2
551143,22139,3
551143,21718,12
551143,21056,2
551143,21055,2
551143,47566,4
551143,22320,3
551144,84978,72
551145,22499,9
551145,22498,9
551146,22087,20
551147,85150,12
551147,21166,12
551147,20665,6
551147,20754,6
551147,21216,4
551147,21217,2
551147,21533,3
551147,21535,6
551147,21539,6
551147,22358,6
551147,47566,4
551147,21523,2
551147,22429,4
551147,22671,12
551147,22670,12
551147,22139,3
551148,85170D,24
551148,85169C,72
551148,22151,312
551148,22152,120
551148,22197,12
551148,22087,120
551148,84988,24
551148,22583,96
551148,72351A,72
551148,22457,48
551148,84970S,96
551148,84970L,48
551149,22219,1
551149,20751,1
551149,22227,48
551149,15034,144
551149,22294,48
551149,85132B,6
551149,85132A,28
551149,85132C,26
551150,22413,12
551150,22722,4
551150,15056N,6
551150,22776,2
551150,22794,2
551150,23053,2
551150,22829,2
551151,21260,12
551151,48187,4
551151,21524,4
551151,48138,4
551152,22649,1
551152,21194,2
551152,21208,2
551152,21209,2
551152,21976,5
551152,72232,3
551152,22951,6
551152,84993A,2
551152,22977,1
551152,22975,1
551152,22976,2
551152,22855,1
551152,84949,2
551152,84947,2
551152,84946,2
551152,84970S,8
551152,84970L,4
551152,20846,8
551152,21977,10
551152,21975,3
551152,84992,11
551152,21215,2
551152,84993B,1
551152,21212,12
551152,84991,10
551152,21213,2
551152,22416,1
551152,21972,1
551152,84987,4
551152,21974,8
551152,22949,2
551152,84988,5
551152,21473,2
551152,21476,1
551152,17003,14
551152,22998,24
551152,23208,2
551152,22570,1
551152,47566B,1
551152,47566,3
551152,22083,1
551152,85049G,1
551152,21626,2
551152,22637,1
551152,21034,1
551152,21231,2
551152,21232,2
551152,22053,2
551152,21640,12
551152,22088,1
551152,22084,2
551152,22087,1
551152,22089,1
551152,22569,1
551152,22568,1
551152,22911,1
551152,21815,2
551152,21814,3
551152,22893,6
551152,22076,3
551152,22789,2
551152,23006,3
551152,23205,1
551152,23206,1
551152,22355,1
551152,23207,2
551152,22383,2
551152,22661,1
551152,22662,2
551152,85049F,1
551152,22082,3
551152,84974,1
551152,85099C,2
551152,21933,5
551152,21932,5
551152,21936,3
551152,20685,1
551152,48188,1
551158,23051,1
551158,23052,1
551158,23050,1
551158,23053,1
551158,21922,2
551158,22970,6
551158,22971,6
551158,22084,1
551158,22911,5
551158,21199,1
551158,21212,2
551158,21470,2
551158,21469,2
551158,21468,3
551158,21465,3
551158,21088,6
551158,21557,1
551158,21973,3
551158,22949,3
551158,21975,3
551158,22951,4
551158,21212,3
551158,22302,6
551158,22303,6
551158,21199,4
551158,21096,6
551158,21034,1
551158,22499,4
551158,22089,4
551158,22084,7
551158,21878,8
551158,22139,3
551158,21559,3
551158,21561,3
551158,22083,5
551158,21557,2
551158,22197,10
551158,22501,4
551159,22729,4
551159,22728,4
551159,23126,4
551159,23128,4
551159,23177,8
551159,21746,12
551159,21915,12
551159,21914,12
551159,20971,12
551160,22457,6
551160,84879,8
551160,85014A,3
551160,85014B,3
551160,22521,12
551160,22522,12
551160,22524,10
551160,22744,6
551160,22960,6
551160,20972,12
551160,22569,4
551160,22570,4
551160,22796,2
551160,23069,2
551160,22429,4
551160,22895,6
551160,22897,10
551160,22723,4
551160,21231,12
551160,84988,12
551160,22697,6
551160,22819,12
551160,21506,12
551160,22024,12
551160,22030,12
551160,20981,12
551160,21498,25
551160,21497,25
551160,21499,25
551160,21500,25
551160,22704,25
551160,22985,25
551160,22585,12
551160,22584,6
551160,21754,3
551160,84836,12
551160,22294,24
551160,84945,12
551160,23144,12
551160,84970S,12
551160,84946,12
551160,21172,12
551160,23049,2
551160,23052,2
551160,23054,2
551160,22898,8
551160,21871,12
551160,37370,12
551160,20718,10
551160,22666,6
551160,22991,12
551160,22636,2
551160,23010,1
551160,47566,4
551160,22088,6
551160,22087,6
551160,23061,12
551160,21985,24
551160,21980,24
551160,21967,24
551160,22367,8
551160,22964,6
551160,22698,6
551160,21689,4
551160,21693,6
551161,22494,12
551161,22189,4
551161,21899,24
551161,84755,64
551161,22359,6
551161,22361,6
551161,21070,12
551161,22962,12
551161,22963,12
551161,20914,6
551161,21936,5
551161,85099B,10
551161,21155,6
551161,21577,6
551161,85123A,6
551161,23144,24
551161,21900,24
551161,21181,12
551162,84378,12
551162,21977,60
551162,84375,12
551162,21915,12
551162,22440,40
551162,84077,1200
551163,21749,4
551163,22459,1
551163,22996,1
551163,23003,1
551163,84879,4
551163,21507,12
551163,21531,1
551163,22403,1
551163,22358,1
551163,84927F,1
551163,84927A,1
551163,21696,12
551163,22224,4
551163,47566,2
551163,22924,12
551163,22431,1
551163,85194S,1
551163,22976,1
551163,22975,1
551163,22976,2
551163,22974,2
551163,21385,2
551163,22972,2
551163,22977,2
551163,22501,1
551163,22083,1
551163,21385,1
551163,85123A,9
551164,47566,1
551164,21896,1
551164,22076,1
551164,21925,3
551164,48138,1
551165,75049L,96
551166,21556,408
551170,22637,4
551170,22348,12
551170,20983,24
551170,20979,16
551170,21844,6
551170,22193,5
551170,20982,24
551170,22845,2
551170,22844,2
551170,21634,24
551170,22759,12
551170,22194,2
551170,37370,12
551170,22492,36
551170,22960,6
551171,22487,1
551171,22522,2
551171,22520,2
551171,22521,2
551171,22523,2
551171,21900,5
551171,21899,4
551171,23182,5
551171,21901,4
551171,21171,1
551171,22652,3
551171,79026B,2
551171,22423,1
551171,22722,1
551171,22666,2
551171,22907,2
551171,21745,3
551171,21166,3
551171,21181,8
551171,21174,2
551171,82551,1
551171,21165,2
551171,82582,2
551171,16244B,4
551171,82580,2
551171,82578,2
551171,82581,2
551171,85150,5
551171,22698,2
551171,22699,2
551171,22892,1
551171,23131,1
551171,23067,2
551171,23068,2
551171,23148,2
551171,23146,1
551171,85123A,1
551171,22804,2
551171,20914,1
551171,22558,4
551171,22766,2
551171,35965,3
551171,22077,8
551171,85049C,2
551171,85049G,2
551171,20803,18
551171,20801,3
551171,21754,2
551171,21755,2
551171,21068,1
551171,21873,1
551171,21067,1
551171,21875,1
551171,21871,2
551171,21868,2
551171,21877,2
551171,21876,2
551171,21070,2
551171,21071,2
551171,22848,1
551172,47566,2
551172,21812,3
551172,22227,3
551172,22219,3
551172,22335,10
551172,22296,3
551172,85061W,10
551172,23068,4
551172,23067,4
551172,84836,12
551172,85123A,5
551172,22855,5
551181,22364,24
551181,22360,24
551181,22456,18
551181,22423,24
551181,84949,96
551182,15034,24
551182,15036,24
551182,21932,10
551182,21933,10
551182,20724,20
551182,23204,10
551182,20723,20
551182,23205,10
551183,22068,24
551183,21870,36
551183,21874,12
551183,22650,12
551183,22759,12
551183,22892,12
551183,20914,6
551184,21232,144
551184,21231,144
551185,23049,4
551185,23051,8
551185,23053,4
551185,23050,8
551185,23052,8
551185,23054,8
551186,22536,60
551187,C2,1
551187,71403,12
551187,22381,50
551187,22380,50
551187,22379,50
551188,22900,100
551188,23201,10
551188,21314,8
551189,22386,100
551189,21928,100
551189,85099F,100
551189,85099C,200
551191,22084,320
551192,21508,12
551192,22557,12
551192,22556,12
551192,21430,4
551192,21773,12
551192,21609,6
551192,85172,16
551192,22716,12
551192,22029,12
551192,22711,25
551192,21504,12
551192,22993,12
551192,22485,2
551192,84879,8
551192,20977,16
551192,20978,16
551192,21704,12
551192,84946,12
551192,22708,25
551192,22662,10
551192,22382,10
551192,20725,10
551192,22087,6
551192,21981,24
551192,21715,8
551192,21878,12
551192,21718,12
551192,21716,8
551192,21749,6
551192,21985,24
551193,21746,4
551193,21749,2
551193,22817,12
551193,22023,12
551193,21878,10
551193,22026,12
551193,22499,6
551193,21948,3
551193,23132,1
551193,23135,1
551193,22084,6
551193,85099B,1
551193,21931,1
551193,23201,2
551193,23208,2
551193,23207,2
551193,22969,12
551193,22083,3
551193,21201,3
551193,21206,10
551193,21448,2
551193,85214,2
551193,22431,1
551193,22433,1
551193,21056,1
551193,20725,2
551193,22383,2
551193,21718,2
551193,21715,2
551193,21580,1
551193,21576,1
551193,21577,1
551193,22902,1
551193,21982,12
551193,21983,12
551193,85014B,1
551193,15056N,1
551194,22386,1
551194,22178,12
551194,21888,1
551194,22752,1
551194,84509A,2
551194,84510A,6
551194,22200,1
551194,21668,4
551194,21413,1
551194,22585,1
551194,20725,4
551194,20728,2
551194,20726,2
551194,84692,1
551194,22382,9
551194,37448,1
551194,21713,4
551194,51014C,24
551197,22355,1
551197,23176,1
551197,23177,1
551197,15044C,1
551197,21790,3
551197,85088,18
551197,20750,12
551197,20973,6
551197,21915,24
551197,22781,1
551198,21845,72
551198,79030G,120
551198,51020B,8
551198,51020A,96
551198,17091J,144
551198,85132B,36
551198,85132C,36
551198,79030D,48
551199,84755,48
551199,84950,36
551199,21329,12
551199,22645,12
551199,22650,12
551199,21868,12
551199,21876,12
551199,21519,12
551199,22029,12
551199,22035,12
551199,21509,12
551199,21507,12
551199,22896,6
551199,21155,6
551199,22294,24
551199,84949,12
551199,23144,12
551199,84970L,12
551199,85062,12
551199,21872,12
551199,21873,12
551199,22059,12
551199,22067,12
551199,22064,12
551200,84970S,1
551200,71459,1
551200,22667,1
551200,22665,3
551202,22300,18
551202,22301,12
551202,22305,6
551202,22304,12
551211,23152,4
551211,23207,10
551211,22189,2
551211,22776,3
551211,22501,32
551211,22087,40
551218,22429,6
551218,22919,3
551218,22916,3
551218,22921,3
551218,22920,3
551218,22918,3
551218,22917,3
551218,22300,6
551218,22301,6
551218,22979,12
551218,22980,8
551218,21868,6
551218,22863,4
551218,16016,10
551218,16015,10
551218,16014,10
551218,22482,12
551218,22966,6
551218,22993,6
551218,21916,6
551234,22459,64
551234,21897,60
551234,21898,60
551247,22607,4
551247,22659,12
551247,21877,12
551247,21212,24
551247,22084,40
551247,22089,12
551247,21878,12
551247,22900,6
551247,22468,6
551247,22499,3
551250,22664,1
551250,21930,2
551250,22384,1
551250,22383,1
551250,20726,1
551250,20724,1
551250,23206,1
551250,21929,2
551250,21931,1
551250,23207,1
551250,22355,5
551250,22487,1
551250,15058B,1
551250,21935,1
551250,22995,1
551250,72800E,1
551250,47590B,1
551250,47566B,1
551250,22753,1
551250,47599B,2
551250,21926,1
551250,21925,1
551250,21927,1
551250,22041,1
551250,22775,24
551250,22775,1
551250,79302M,1
551250,22994,1
551250,21882,3
551250,22682,3
551250,22682,2
551250,22676,1
551250,22681,1
551250,82581,4
551250,82580,3
551250,22719,7
551250,85054,5
551250,22041,3
551250,22485,1
551250,22457,1
551250,22773,6
551250,47422,2
551250,21640,2
551250,22896,1
551250,21041,1
551250,21672,6
551250,22788,2
551250,22807,1
551250,22352,1
551250,21770,2
551250,22465,2
551250,20668,48
551250,21199,1
551250,21198,1
551250,22666,1
551250,22090,1
551250,22087,3
551250,21215,1
551250,21975,3
551250,84992,1
551250,84378,1
551250,21977,8
551250,22982,1
551258,22356,10
551258,23204,20
551258,20665,6
551258,21556,6
551258,23078,24
551258,22175,12
551258,22176,12
551258,21128,2
551258,22621,12
551258,22651,12
551258,22077,12
551258,85049D,12
551258,85049G,12
551258,20971,12
551258,20972,12
551258,22303,12
551258,22302,12
551258,21731,12
551258,22904,6
551258,20977,32
551258,22570,8
551258,22568,8
551258,22423,32
551258,21881,12
551258,23199,20
551258,21931,20
551258,20712,20
551258,22386,10
551258,85099B,10
551258,20719,20
551258,20723,20
551258,22355,20
551258,20724,10
551258,POST,8
551259,22423,150
551262,21922,5
551262,84795B,2
551262,22691,1
551262,85099B,3
551262,22379,2
551262,20803,36
551262,20801,2
551262,22282,1
551262,22424,1
551262,22674,2
551268,M,48
551268,47341B,2
551268,47341A,2
551268,47343A,3
551268,47344B,3
551268,48194,1
551268,48116,2
551268,62018,13
551268,62097B,5
551268,62043B,3
551268,84212,30
551268,47348A,4
551268,17003,108
551268,84745B,6
551268,84741C,4
551268,84745A,6
551268,15034,24
551268,37327,6
551268,37413,1
551268,35648,3
551268,22719,1
551268,22246,12
551268,90160A,1
551268,90160B,1
551268,90160C,1
551268,90160D,1
551269,21933,20
551269,37342,24
551269,22520,12
551269,22518,6
551269,22521,12
551269,22519,6
551269,22522,12
551269,22523,12
551269,21755,3
551269,21754,3
551269,22854,4
551269,23138,12
551269,22296,12
551269,21390,24
551269,22488,12
551269,22457,6
551269,22185,12
551269,22822,2
551269,84755,16
551269,23144,12
551269,84970L,12
551269,84970S,12
551269,85123A,6
551269,22464,12
551269,22465,12
551269,23206,10
551269,22960,6
551269,84378,12
551269,22965,6
551269,22352,12
551269,20725,10
551269,85099B,10
551269,21936,10
551269,20712,10
551269,20726,10
551269,22384,10
551269,22386,10
551269,21929,10
551269,21937,5
551269,20728,10
551269,20727,10
551269,21558,6
551269,21561,6
551269,21559,6
551269,22385,10
551269,22382,10
551269,22431,6
551269,22433,6
551269,22432,6
551269,21932,10
551270,M,1
551270,22197,10
551270,17091J,2
551270,22492,36
551270,17012B,1
551270,17012C,1
551270,17012A,1
551270,22529,48
551270,22997,24
551270,22819,12
551270,22716,12
551270,22713,12
551270,21519,12
551270,22037,12
551270,22029,12
551270,22319,12
551270,21719,3
551270,21724,5
551270,21723,5
551270,84712B,1
551270,22998,19
551270,22556,1
551270,20886,2
551270,22489,6
551270,22557,1
551270,22554,1
551270,20682,2
551270,22211,16
551270,72802C,1
551270,22344,6
551270,22346,6
551270,22345,6
551270,22103,6
551270,72024U,24
551270,22169,1
551270,21363,1
551270,23132,1
551270,21062,4
551270,22436,20
551270,22343,6
551270,82483,2
551270,85066,2
551270,72802B,2
551270,22722,1
551270,21287,12
551270,84711A,2
551270,84659A,2
551270,72807C,1
551270,72807B,1
551270,21288,2
551270,85231B,2
551270,85231G,2
551270,17091A,2
551270,82482,6
551270,90185C,6
551270,90185B,6
551270,90185D,6
551270,90185A,6
551270,90021,1
551270,90199C,2
551271,22467,12
551271,22900,6
551271,21043,5
551271,22123,6
551271,84692,25
551271,22776,2
551271,15039,24
551271,15036,60
551271,22502,2
551271,22501,2
551272,23163,12
551273,15056N,30
551273,15056BL,24
551273,22616,48
551273,22077,12
551273,84380,12
551273,22993,12
551273,22969,24
551273,22938,12
551273,47566,4
551273,21524,10
551273,48138,20
551274,23284,10
551274,23199,40
551274,22949,12
551274,21790,12
551274,22536,24
551274,22530,24
551274,22535,24
551274,22621,12
551274,22759,24
551274,21232,12
551274,20914,12
551274,21770,2
551274,22672,12
551274,22674,12
551274,22675,12
551274,84970L,12
551274,22294,24
551275,23010,1
551275,23008,1
551275,23007,1
551275,22712,12
551275,23201,10
551275,23199,10
551275,23207,10
551275,23208,10
551275,23206,10
551275,23204,10
551275,23205,10
551275,23154,12
551275,23156,12
551275,23076,24
551275,22274,6
551275,22273,6
551275,22663,10
551275,21931,10
551275,20727,10
551275,85099B,10
551275,21936,5
551275,84378,12
551275,22966,12
551275,84991,24
551275,21212,24
551275,22897,10
551275,23147,12
551275,23148,12
551275,23159,12
551275,84970S,12
551276,71459,12
551276,79030G,6
551276,21933,1
551276,21937,1
551276,21936,1
551276,21932,1
551276,47566,1
551276,22558,1
551276,22993,2
551276,22926,2
551276,21238,2
551276,21240,2
551276,21584,3
551276,21916,6
551276,23206,2
551276,22841,3
551276,84658,1
551276,21713,2
551276,22326,4
551276,21535,2
551276,23283,2
551276,22956,2
551276,20726,2
551276,23207,2
551276,23208,2
551276,22328,5
551276,85141,1
551276,21533,2
551276,21843,1
551276,20914,4
551276,85144,2
551276,22457,6
551277,M,1
551277,84596F,8
551277,22558,4
551277,21867,1
551277,20677,8
551277,20914,2
551277,21535,2
551277,20676,12
551277,21155,2
551277,21975,2
551277,84992,1
551277,84847,4
551277,21531,4
551277,84880,2
551277,37447,4
551277,21844,6
551277,21528,1
551277,21218,6
551277,22197,10
551277,22840,1
551277,22457,4
551277,21385,8
551277,35961,5
551277,21899,2
551277,21900,2
551277,21901,4
551277,84991,2
551277,22417,2
551277,21212,2
551277,84992,2
551277,22296,1
551277,85061W,2
551277,85130D,2
551277,22139,2
551277,22156,3
551277,20657,2
551277,20658,4
551277,21866,2
551277,21867,3
551277,23135,1
551277,23152,2
551277,23153,2
551277,84978,6
551277,22464,2
551277,22766,4
551277,22796,2
551277,22382,2
551277,20725,2
551277,84755,8
551277,22413,1
551277,21166,1
551277,85062,2
551277,82580,5
551277,82578,4
551277,84836,12
551277,84970L,4
551277,21936,2
551277,22794,2
551277,23132,2
551277,85123A,4
551277,22424,2
551277,21314,4
551278,23206,20
551278,20726,10
551278,22326,6
551278,20725,10
551278,22328,12
551278,22352,6
551278,22779,8
551278,22993,12
551278,23254,8
551278,23255,8
551278,84997D,8
551278,POST,1
551279,22740,240
551280,90201D,3
551280,90201C,3
551280,90201B,3
551280,90201A,3
551280,90010E,2
551280,90175C,2
551280,90175A,2
551281,21933,5
551281,21936,3
551281,21932,5
551281,22356,10
551281,20723,10
551281,23204,10
551281,20724,10
551281,22804,3
551281,84226,1
551281,21181,6
551281,21169,5
551281,21175,2
551281,21166,3
551281,82582,4
551281,85152,4
551281,22197,10
551282,23284,2
551282,48185,2
551282,48111,2
551282,48116,2
551282,47566B,4
551282,21043,4
551282,22123,3
551282,22053,2
551282,21181,6
551282,21169,6
551282,22413,3
551282,22117,2
551282,21165,3
551282,85152,3
551282,85150,3
551282,84988,2
551282,84987,2
551282,22167,3
551282,22417,1
551282,22951,2
551282,21977,1
551282,84992,2
551282,84991,2
551282,21212,2
551282,84596L,8
551282,84596G,8
551282,84596J,8
551282,84596F,8
551282,84596B,16
551282,37448,2
551282,22059,2
551283,22045,25
551283,16169M,25
551283,16161P,25
551283,21497,25
551283,22708,25
551283,23233,25
551283,21955,1
551283,22501,2
551283,21677,6
551283,22882,1
551283,22885,1
551283,22883,1
551283,84988,1
551283,85123A,2
551283,47566,3
551283,47590B,2
551283,72741,9
551283,21936,5
551283,22374,1
551283,22375,1
551283,22371,1
551283,22804,8
551283,22663,3
551283,22385,3
551283,20712,4
551283,22432,1
551283,72131,2
551283,72128,4
551283,47420,24
551283,84597C,4
551283,22327,2
551283,22781,2
551283,20749,2
551283,84212,18
551283,21564,4
551283,84828,1
551283,72801C,2
551283,22136,2
551283,22195,2
551283,22993,2
551283,72807C,1
551283,22328,2
551283,22083,4
551283,22084,1
551283,22246,2
551283,84741C,6
551283,22308,1
551283,22452,1
551283,22446,1
551283,22730,2
551283,22727,1
551283,22725,1
551283,22728,1
551283,22729,3
551283,21188,6
551283,84535A,16
551283,22740,48
551283,23078,24
551283,22741,48
551283,22133,12
551283,21232,4
551283,22701,6
551283,22197,6
551283,84755,6
551283,84828,3
551283,22629,4
551283,22630,4
551284,20972,1
551284,23204,6
551284,23003,5
551284,23002,9
551284,22998,7
551284,22997,10
551284,22355,7
551284,23068,4
551284,85123A,6
551284,23205,6
551284,20724,6
551284,22998,3
551284,23002,1
551284,22996,8
551284,22999,8
551284,20972,5
551284,20971,1
551284,21625,1
551284,82582,1
551284,47566,2
551284,47566B,2
551284,48138,1
551284,22899,3
551284,23132,1
551284,37449,1
551284,82486,1
551284,22222,1
551284,37447,4
551284,37450,3
551284,37446,2
551284,84508B,3
551284,84508C,1
551284,22659,2
551284,20914,2
551284,20973,2
551284,20975,2
551284,20974,2
551284,21232,8
551284,22646,4
551284,22064,2
551284,82483,1
551284,84535A,5
551284,84535B,4
551284,82482,4
551284,84507C,3
551284,84508A,1
551284,23066,1
551286,85123A,12
551286,22697,6
551286,22698,6
551286,22699,6
551286,84879,48
551286,22727,4
551286,22423,12
551286,47566,12
551287,21080,4
551287,21086,8
551287,21094,8
551288,23284,4
551289,23199,20
551289,22411,20
551289,85099B,20
551289,21929,20
551289,21928,20
551289,20728,30
551289,23208,20
551289,23206,20
551289,20727,20
551289,20725,30
551289,22383,20
551289,47566,8
551289,84978,24
551289,22227,48
551289,22602,24
551289,22926,4
551289,21749,6
551289,21746,96
551289,21984,24
551289,47591D,8
551290,47566,50
551291,17021,72
551291,17038,200
551291,18094C,24
551291,17096,96
551291,17084R,144
551291,72225C,96
551291,21933,10
551291,22064,12
551291,22315,96
551291,84692,400
551291,22423,16
551291,22197,24
551291,40001,24
551291,79302M,12
551291,71495B,48
551291,71496A,48
551291,62018,24
551291,71495A,48
551291,85198,24
551291,23154,24
551291,23155,96
551291,23156,12
551291,23159,24
551291,85211,12
551291,23158,24
551291,21899,48
551291,21901,48
551291,21902,48
551291,21900,48
551291,21028,20
551291,21027,20
551291,21641,24
551291,16008,240
551291,16015,273
551291,22585,24
551291,20763,16
551291,20766,16
551291,16048,96
551291,16216,160
551291,16219,108
551291,16218,160
551291,22740,48
551291,22422,48
551291,22420,12
551291,22563,12
551291,22564,12
551291,22562,12
551292,23205,50
551292,23204,50
551292,23208,20
551292,23206,20
551292,23199,30
551292,23201,30
551292,23078,96
551292,23077,60
551292,23284,6
551293,22356,30
551293,23204,30
551293,23205,40
551293,22994,24
551293,22997,24
551293,23000,48
551293,22995,24
551293,22998,48
551293,23002,24
551293,22996,24
551293,23006,24
551293,20655,12
551293,21867,12
551293,20659,12
551293,20654,12
551293,21866,12
551293,20618,6
551293,21864,6
551293,20619,6
551293,21865,6
551293,20617,6
551293,20622,6
551293,84857C,12
551293,20719,30
551293,22661,30
551293,20723,30
551293,22355,50
551293,20724,30
551294,84509G,4
551294,21135,16
551294,37450,6
551294,23146,4
551294,23147,12
551294,23148,12
551294,84945,36
551294,22502,4
551299,23162,4
551301,22727,8
551301,22730,8
551301,22728,4
551301,22191,4
551301,22193,6
551301,22192,4
551301,23133,4
551301,23132,6
551301,85123A,32
551301,21730,6
551301,82484,6
551301,47566,8
551301,21671,12
551301,21669,12
551301,21670,12
551301,84879,32
551301,23199,10
551301,23201,10
551301,85099B,10
551301,21928,10
551301,21181,48
551301,21174,24
551301,21907,12
551301,82583,24
551301,85150,12
551301,85152,12
551301,22244,12
551301,23206,10
551301,23205,10
551301,23208,10
551301,71053,8
551305,85094,48
551305,21084,72
